unknown_157,unknown_189,total_distance,unknown_207,unknown_177,avg_vertical_ratio,avg_left_pco,nec_long,time_standing,trigger,unknown_80,unknown_108,message_index,avg_vertical_oscillation,unknown_215,left_right_balance,avg_stance_time_balance,total_timer_time,unknown_190,avg_stroke_distance,unknown_178,normalized_power,swim_stroke,unknown_110,avg_running_cadence,start_position_long,max_cadence_position,first_lap_index,unknown_196,unknown_151,unknown_205,unknown_185,avg_fractional_cadence,sub_sport,unknown_138,unknown_197,avg_left_power_phase,total_training_effect,unknown_202,avg_combined_pedal_smoothness,unknown_194,unknown_181,avg_heart_rate,avg_stance_time_percent,nec_lat,avg_right_pco,enhanced_max_speed,unknown_192,unknown_170,avg_cadence_position,unknown_168,avg_right_power_phase_peak,unknown_179,pool_length,total_fractional_cycles,unknown_211,unknown_184,unknown_201,unknown_150,avg_power_position,avg_left_power_phase_peak,unknown_216,unknown_195,avg_left_torque_effectiveness,max_power_position,avg_power,total_calories,threshold_power,unknown_152,max_fractional_cadence,max_power,event,sport,unknown_79,pool_length_unit,unknown_38,enhanced_avg_speed,swc_lat,avg_left_pedal_smoothness,intensity_factor,total_ascent,unknown_109,avg_stance_time,max_heart_rate,timestamp,total_strides,event_type,training_stress_score,unknown_169,event_group,unknown_193,start_position_lat,swc_long,unknown_180,unknown_39,avg_temperature,avg_right_power_phase,unknown_81,unknown_33,unknown_218,avg_right_torque_effectiveness,avg_step_length,num_active_lengths,unknown_199,num_laps,max_running_cadence,unknown_107,start_time,stand_count,avg_stroke_count,unknown_188,unknown_206,unknown_212,unknown_198,total_descent,avg_right_pedal_smoothness,total_anaerobic_training_effect,unknown_106,total_elapsed_time,total_work,unknown_158,unknown_200,total_moving_time,unknown_187,unknown_78,max_temperature
,,14750.29,1,,8.53,,17344442,,activity_end,,,0,57.0,24,,,14013.367,,,855,95,,Course Trail,31,17074917,"(None, None)",0,302,0,55,,0.4296875,trail,"(9, 15)",,"(None, None, None, None)",3.5,,,,,137,,510988045,,16.235,,,"(None, None)",10270746,"(None, None, None, None)",,,,1109,0,,,"(None, None)","(None, None, None, None)",5,,,"(None, None)",52,1632,,0,0.0,614,session,running,,,510622445,1.053,510621484,,,746,,373.6,169,2024-10-06 10:05:06,9126,stop,,,,,510881914,16840385,,17260006,,"(None, None, None, None)",0,,,,726.8,,3,15,125,,2024-10-06 10:05:06,,,2,33,0,,1431,,1.3,0,25610.046,725565,,31,,,,
